alt,XM,ZXN_HPC,FN,FG,SFC,FNqW2,WF,WF_total,St2_W,St2_T,St2_Ts,St2_P,St3_W,St3_T,St3_Ts,St3_P,St5_W,St5_T,St5_Ts,St5_P
4988.5,0.18654,0.87144,1.573,1.8471,25.64,343.15,0.040331,0.040331,4.5838,257.51,242.4,55.433,4.5838,461.57,455.81,327.14,4.6242,604.21,587.84,88.426
1988.5,0.53654,0.67144,0.16861,0.84957,135.12,44.185,0.022782,0.022782,3.8159,291.1,287.66,96.842,3.8159,406.85,401.26,244.42,3.8387,513.49,506.8,94.362
2738.5,0.27404,0.72144,0.64372,0.983,45.405,171.4,0.029228,0.029228,3.7558,274.42,269.5,76.354,3.7558,416.14,410.87,252.85,3.785,567.86,558.95,89.665
5738.5,0.62404,0.92144,1.6642,2.7344,29.813,308.18,0.049614,0.049614,5.4001,270.42,251.9,63.582,5.4001,492.97,486.79,397.39,5.4498,637.26,619.12,104.12
4238.5,0.099036,0.62144,0.38013,0.45149,58.545,170.77,0.022255,0.022255,2.226,261.11,258.7,60.159,2.226,368.66,364.63,151.98,2.2482,582.86,577.23,67.534
1238.5,0.44904,0.82144,1.176,2.1072,37.957,190.26,0.044636,0.044636,6.1808,291.41,282.05,100.26,6.1808,472.13,465.73,429.08,6.2255,580.74,567.27,125.23
863.53,0.23029,0.64644,0.44263,0.70564,65.767,130.6,0.02911,0.02911,3.3893,285.54,282.85,94.81,3.3893,398.89,394.3,234.81,3.4184,603.35,597.47,103.55
3863.5,0.58029,0.84644,1.1052,2.1433,35.65,200.89,0.0394,0.0394,5.5016,280.78,269.08,78.827,5.5016,472.59,466.16,381.53,5.541,566.64,551.14,102.56
5363.5,0.055286,0.74644,0.86746,0.92282,30.086,276.45,0.026098,0.026098,3.1379,253.44,246.74,51.557,3.1379,408.66,403.58,211.1,3.164,557.67,546.96,67.781
2363.5,0.40529,0.94644,2.443,3.4046,28.269,340.95,0.069062,0.069062,7.1654,281.76,261.7,85.074,7.1654,514.32,508.02,539.85,7.2345,669.31,650.39,142.04
1613.5,0.14279,0.89644,2.3763,2.692,25.293,359.06,0.060104,0.060104,6.6183,278.8,263.15,84.581,6.6183,493.53,487.31,486.22,6.6784,643.48,626.72,133.13
4613.5,0.49279,0.69644,0.28948,0.79273,72.318,91.316,0.020935,0.020935,3.17,270.72,266.36,67.141,3.17,399.71,394.24,202.82,3.191,507.32,499.16,70.743
3113.5,0.31779,0.99644,2.9677,3.6879,26.518,429.68,0.078695,0.078695,6.9066,273.33,246.62,74.113,6.9066,526.58,520.5,541.69,6.9853,728.71,708.62,143.15
113.53,0.66779,0.79644,0.61425,2.1958,63.934,88.15,0.039271,0.039271,6.9683,313.02,305.8,134.8,6.9683,477.54,470.48,467.57,7.0076,539.9,528.02,139.23
160.4,0.25763,0.98081,3.5433,4.3228,26.415,397.82,0.093596,0.093596,8.9069,290.92,267.88,104.11,8.9069,537.47,531,691.71,9.0005,713.34,693.62,182.93
3160.4,0.60763,0.78081,0.57564,1.5686,51.453,115.53,0.029618,0.029618,4.9825,287.4,279.99,88.148,4.9825,448.24,441.81,328.48,5.0121,521.15,509.41,96.795
4660.4,0.082629,0.88081,1.8106,1.9373,23.635,380.22,0.042793,0.042793,4.762,258.21,242.36,56.788,4.762,465.79,460.01,342.33,4.8048,613.35,596.91,92.535
1660.4,0.43263,0.68081,0.32268,0.8753,81.718,84.345,0.026369,0.026369,3.8257,287.76,284.18,94.287,3.8257,409.6,404.26,252.1,3.8521,546.47,539.43,98.104
2410.4,0.17013,0.73081,0.82364,1.0432,38.444,211.2,0.031664,0.031664,3.8998,274.06,268.85,77.069,3.8998,420.43,415.19,265.77,3.9314,583.02,573.76,93.789
5410.4,0.52013,0.93081,1.7945,2.6897,28.625,332.49,0.051366,0.051366,5.3971,266.7,246.81,61.481,5.3971,492.63,486.55,399.84,5.4484,646.49,628.11,104.88
3910.4,0.34513,0.63081,0.23855,0.52435,88.288,93.618,0.021061,0.021061,2.5481,269,266.35,67.722,2.5481,376.19,371.67,168.03,2.5692,544.61,538.82,71.424
910.4,0.69513,0.83081,0.87895,2.5815,49.199,120.86,0.043244,0.043244,7.2723,309.5,300.33,125.48,7.2723,489.67,482.5,496.53,7.3155,549.99,536.05,137.89
1285.4,0.038879,0.60581,0.48752,0.52356,55.789,176.37,0.027198,0.027198,2.7642,279.88,277.85,86.898,2.7642,381.82,377.87,197.2,2.7914,629.13,624.26,95.807
4285.4,0.38888,0.80581,0.9648,1.522,34.353,217.8,0.033144,0.033144,4.4297,268.18,258.58,65.912,4.4297,445.24,439.37,302.46,4.4628,560.15,546.72,86.894
5785.4,0.21388,0.70581,0.52088,0.70168,42.981,195.56,0.022388,0.022388,2.6635,252.84,247.94,50.16,2.6635,391.08,386.2,175.86,2.6859,542.6,533.69,60.897
2785.4,0.56388,0.90581,1.7996,3.0719,31.788,262.78,0.057205,0.057205,6.8484,287.25,271.41,89.398,6.8484,503.64,497.11,499.02,6.9056,623.92,606.3,131.03
2035.4,0.30138,0.85581,1.6619,2.2651,29.932,276.03,0.049746,0.049746,6.0209,279.92,267.59,84.295,6.0209,478.16,471.96,429.85,6.0706,610.53,595.3,120.48
5035.4,0.65138,0.65581,0.035306,0.6471,299,12.046,0.01537,0.01537,2.931,277.13,273.75,71.507,2.931,385.93,380.21,177.67,2.9464,453.1,446.48,65.039
3535.4,0.12638,0.95581,2.6227,2.8726,23.732,432.88,0.06224,0.06224,6.0587,266.02,243.14,66.2,6.0587,501.81,495.81,458.62,6.1209,676.95,657.88,121
535.4,0.47638,0.75581,0.64733,1.5243,56.013,118.94,0.036258,0.036258,5.4425,297.61,291.83,111.03,5.4425,448.71,442.56,366.44,5.4788,560.7,550.73,121.89
722.9,0.1045,0.81831,1.7591,1.9677,28.094,297.35,0.04942,0.04942,5.9158,284.07,274.69,93.649,5.9158,467,461.02,419.73,5.9652,616.97,604.05,128.06
3722.9,0.4545,0.61831,0.12947,0.51969,148.44,49.119,0.019218,0.019218,2.6358,274.88,272.38,73.629,2.6358,375.26,370.53,169.79,2.655,516.85,511.5,72.872
5222.9,0.2795,0.91831,1.8024,2.2452,25.943,363.76,0.046761,0.046761,4.955,258.18,238.72,55.355,4.955,478.79,472.92,363.14,5.0017,632.91,615.06,95.57
2222.9,0.6295,0.71831,0.21254,1.1602,112.16,46.832,0.023838,0.023838,4.5385,295.43,290.72,100.98,4.5385,427.27,420.99,288.76,4.5623,497.69,489.07,97.68
2972.9,0.192,0.66831,0.48724,0.67596,53.096,162.96,0.02587,0.02587,2.99,270.81,267.52,72.183,2.99,393.12,388.46,202.77,3.0159,580.73,573.81,82.047
5972.9,0.542,0.86831,1.1801,1.97,31.283,256.39,0.036918,0.036918,4.6029,264,249.61,57.836,4.6029,465.43,459.38,323.74,4.6398,580.64,563.92,85.003
4472.9,0.017004,0.76831,1.1049,1.1249,27.197,302.46,0.03005,0.03005,3.653,259.09,251.46,57.947,3.653,422.88,417.58,248.95,3.6831,570.58,559.02,77.921
1472.9,0.367,0.96831,2.9331,3.9123,27.68,367.87,0.08119,0.08119,7.9733,286.09,264.01,93.111,7.9733,527.38,520.99,611.89,8.0545,695.56,675.93,161.24
1097.9,0.32325,0.79331,1.1309,1.7325,37.076,204.24,0.04193,0.04193,5.5373,286.9,279.06,95.481,5.5373,456.83,450.8,383,5.5792,587.5,575.55,119.59
4097.9,0.67325,0.99331,2.7334,4.3339,29.624,372.83,0.080974,0.080974,7.3316,285.26,260.16,82.463,7.3316,537.41,531.07,574.71,7.4126,727.19,707.12,151.73
5597.9,0.14825,0.69331,0.52637,0.64707,42.573,205.69,0.022409,0.022409,2.559,252.87,248.48,50.612,2.559,386.54,381.81,169.69,2.5814,550.24,541.91,61.146
2597.9,0.49825,0.89331,1.729,2.8169,31.498,261.49,0.05446,0.05446,6.6121,284.75,269.78,87.407,6.6121,496.42,489.91,478.22,6.6666,616.33,599.28,126.89
1847.9,0.060754,0.94331,2.984,3.1251,23.09,427.98,0.068901,0.068901,6.9722,276.34,256.05,81.218,6.9722,508.01,501.87,525.79,7.0411,673.23,654.67,140.08
4847.9,0.41075,0.74331,0.54906,1.0111,45.299,156.8,0.024872,0.024872,3.5018,265.31,259.07,61.92,3.5018,415.48,409.97,230.31,3.5267,529.78,519.39,72.989
3347.9,0.23575,0.84331,1.4972,1.8914,28.335,293.01,0.042424,0.042424,5.1098,269.35,257.28,69.708,5.1098,463.05,457.12,360.89,5.1522,598.54,583.49,101.52
347.9,0.58575,0.64331,0.0086979,0.84215,299,2.0721,0.022363,0.022363,4.1977,305.51,302.7,122.63,4.1977,408.53,402.84,267.66,4.22,506.67,501.13,111.77
254.15,0.071692,0.71206,0.95992,1.065,38.52,222.12,0.036976,0.036976,4.3216,286.79,282.61,98.663,4.3216,424.77,419.66,301.01,4.3586,616.6,608.69,116.82
3254.2,0.42169,0.91206,1.9093,2.7716,28.988,305.89,0.055348,0.055348,6.2419,276.51,259.33,76.706,6.2419,495.55,489.24,457.31,6.2972,632.53,614.82,120.71
4754.2,0.24669,0.61206,0.25279,0.42153,81.091,118.85,0.020499,0.020499,2.127,260.38,258.05,58.234,2.127,363.39,359.3,142.23,2.1475,557.16,551.77,63.088
1754.2,0.59669,0.81206,0.84673,2.0662,45.555,138.19,0.038573,0.038573,6.1275,296.49,287.81,104.26,6.1275,470.37,463.69,415.51,6.1661,548.51,535.46,119.25
2504.2,0.33419,0.96206,2.6724,3.4546,26.923,377.4,0.071949,0.071949,7.0809,277.96,255.69,80.645,7.0809,516.47,510.27,539.7,7.1529,685.83,666.45,142.13
5504.2,0.68419,0.76206,0.37219,1.2335,58.204,94.179,0.021663,0.021663,3.952,276.04,269.05,69.055,3.952,429.09,422.81,252.42,3.9737,484.26,472.69,72.677
4004.2,0.15919,0.86206,1.6638,1.9191,25.692,336.76,0.042746,0.042746,4.9406,263.45,249.53,62.707,4.9406,464.46,458.61,352.07,4.9834,605.93,590.13,96.906
1004.2,0.50919,0.66206,0.17263,0.85619,142.97,43.264,0.02468,0.02468,3.9902,296.25,293.09,107.22,3.9902,408.75,403.27,259.12,4.0149,529.06,522.79,104.66
1379.2,0.20294,0.88706,2.2144,2.6698,26.821,330.62,0.059393,0.059393,6.6979,281.49,266.82,88.318,6.6979,492.58,486.31,489.52,6.7573,637.75,621.38,134.94
4379.2,0.55294,0.68706,0.20324,0.78238,96.722,62.699,0.019658,0.019658,3.2416,275.59,271.53,72.202,3.2416,398.91,393.29,204.45,3.2613,492.41,484.61,72.329
5879.2,0.027942,0.98706,2.4893,2.5318,22.735,518.46,0.056593,0.056593,4.8012,249.97,222.3,47.994,4.8012,499.37,493.73,373.48,4.8578,716.56,696.74,98.702
2879.2,0.37794,0.78706,0.91063,1.5005,37.885,192.03,0.034499,0.034499,4.7422,277.15,269.17,78.571,4.7422,444.72,438.79,322.14,4.7767,562.1,550.08,97.962
2129.2,0.11544,0.63706,0.48082,0.59041,55.245,168.2,0.026563,0.026563,2.8587,275.04,272.48,78.961,2.8587,387,382.71,198.59,2.8853,605.76,600.03,88.411
5129.2,0.46544,0.83706,1.0601,1.7366,32.65,233.43,0.034612,0.034612,4.5413,265.87,253.97,61.595,4.5413,455.44,449.44,313.86,4.5759,565.34,550.14,85.196
3629.2,0.29044,0.73706,0.67393,1.0227,41.869,183.02,0.028217,0.028217,3.6823,269.03,263.31,68.58,3.6823,417.54,412.19,246.74,3.7105,557.38,547.57,82.664
629.15,0.64044,0.93706,2.4488,4.4369,33.073,266.54,0.08099,0.08099,9.1873,307.36,290.37,123.86,9.1873,536.86,529.93,690.13,9.2683,663.51,644.67,180.91
441.65,0.26857,0.69956,0.62316,1.0081,53.997,147.22,0.033649,0.033649,4.2328,289.4,285.53,101.07,4.2328,420.74,415.55,289.88,4.2664,594.49,586.89,113.64
3441.7,0.61857,0.89956,1.6398,2.959,32.447,251.3,0.053205,0.053205,6.525,286.15,270.77,85.775,6.525,499.9,493.31,472.2,6.5782,614.51,596.98,123.57
4941.7,0.093567,0.79956,1.1947,1.3105,26.909,309.66,0.032147,0.032147,3.858,256.48,246.72,54.777,3.858,434,428.54,266.18,3.8901,576.49,563.16,78.025
1941.7,0.44357,0.99956,3.2477,4.4556,28.156,396.87,0.09144,0.09144,8.1832,286.39,260.58,91.657,8.1832,540.8,534.44,644.35,8.2747,733.88,713.64,170.19
2691.7,0.0060669,0.84956,1.9804,1.9912,23.476,368.03,0.046491,0.046491,5.381,270.66,258.22,72.903,5.381,467.56,461.65,384.26,5.4275,613.95,599.06,109.07
5691.7,0.35607,0.64956,0.25048,0.51021,77.418,109.12,0.019392,0.019392,2.2955,257.53,254.36,53.72,2.2955,371.94,367.32,148.26,2.3149,522.75,516.13,58.066
4191.7,0.18107,0.94956,2.3511,2.6831,24.427,415.31,0.057431,0.057431,5.6611,262.62,240.1,61.508,5.6611,495.69,489.72,425.76,5.7186,667.69,648.82,112.12
1191.7,0.53107,0.74956,0.51493,1.4388,62.664,99.368,0.032267,0.032267,5.182,296.25,290.6,106.4,5.182,443.73,437.51,343.44,5.2143,541.04,531.26,113.15
816.65,0.13732,0.92456,2.8545,3.2014,24.912,381.06,0.071114,0.071114,7.4911,283.91,266.17,93.11,7.4911,509.18,502.92,560.8,7.5622,665.95,648.14,151.6
3816.7,0.48732,0.72456,0.41143,1.0028,59.397,110.3,0.024438,0.024438,3.73,275.87,270.67,74.263,3.73,416.02,410.35,242.5,3.7545,521.52,512.29,80.762
5316.7,0.31232,0.82456,1.1016,1.5125,30.156,267.35,0.03322,0.03322,4.1205,258.55,247.13,55.397,4.1205,444.77,439.08,285.19,4.1537,571.75,557.13,79.419
2316.7,0.66232,0.62456,-0.094975,0.67575,-167.08,-27.041,0.015868,0.015868,3.5123,297.09,294.42,102.58,3.5123,391.74,385.9,213.71,3.5282,457.92,452.72,88.106
1566.7,0.22482,0.77456,1.0958,1.4646,35.129,223.27,0.038494,0.038494,4.908,280.78,273.74,86.872,4.908,444.08,438.35,338.23,4.9465,588.7,577.6,109.75
4566.7,0.57482,0.97456,2.3889,3.5849,28.758,370.11,0.068701,0.068701,6.4548,275.58,251.63,71.593,6.4548,519.57,513.43,497.21,6.5235,701.61,681.82,131.06
3066.7,0.049817,0.67456,0.63745,0.68603,41.793,214.63,0.026641,0.026641,2.9699,268.35,264.91,69.637,2.9699,393.98,389.36,202.89,2.9966,590.29,583.11,81.412
66.65,0.39982,0.87456,1.9273,2.9723,32.65,250.73,0.062925,0.062925,7.6867,296.93,284.26,112.23,7.6867,502.04,495.44,557.18,7.7496,627.37,611.6,154.93
90.088,0.29865,0.76675,1.0162,1.5735,41.53,185.15,0.042204,0.042204,5.4886,292.7,286.48,106.65,5.4886,451.2,445.33,379.72,5.5308,597.08,586.65,127.95
3090.1,0.64865,0.96675,2.5664,4.2054,30.227,333.4,0.077574,0.077574,7.6977,290.66,269.32,91.966,7.6977,531.87,525.38,590.9,7.7752,695.61,675.92,155.49
4590.1,0.12365,0.66675,0.48415,0.58523,47.752,190.85,0.023119,0.023119,2.5368,259.11,255.68,57.658,2.5368,382.18,377.68,170.24,2.5599,567.82,560.7,67.203
1590.1,0.47365,0.86675,1.5747,2.6493,33.589,231.95,0.052895,0.052895,6.7892,290.3,277.75,97.514,6.7892,491.32,484.76,484.39,6.842,604.17,588.24,132.44
2340.1,0.036145,0.91675,2.631,2.7071,22.784,413.89,0.059944,0.059944,6.3567,273.01,255.11,76.265,6.3567,494.71,488.57,470.9,6.4167,651.21,633.65,126.77
5340.1,0.38615,0.71675,0.44502,0.81871,50.375,146.79,0.022418,0.022418,3.0318,261.01,255.8,57.203,3.0318,401.25,395.97,197.77,3.0542,525.66,516.39,66.013
3840.1,0.21115,0.81675,1.2747,1.5871,29.07,280.24,0.037056,0.037056,4.5485,265.54,255.13,64.922,4.5485,448.9,443.16,316.46,4.5856,584.83,570.95,91.592
840.09,0.56115,0.61675,-0.0069183,0.68608,-299,-1.8883,0.020508,0.020508,3.6638,300.52,298.1,113.47,3.6638,395.39,390.03,234.18,3.6843,505.82,500.93,103.46
1215.1,0.1674,0.84175,1.8336,2.1759,28.084,300.95,0.051496,0.051496,6.0929,281.82,270.68,89.284,6.0929,475.1,469.02,435.77,6.1444,619.53,605.27,126.8
4215.1,0.5174,0.64175,0.12224,0.5914,150.57,43.646,0.018406,0.018406,2.8007,274.74,271.76,71.939,2.8007,381.76,376.63,176.56,2.8191,496.13,489.97,70.183
5715.1,0.3424,0.94175,1.8983,2.438,26.344,382.63,0.050009,0.050009,4.9613,256.9,234.69,53.2,4.9613,486.79,480.95,370.46,5.0113,657.23,638.54,97.24
2715.1,0.6924,0.74175,0.23698,1.3399,100.61,49.057,0.023842,0.023842,4.8307,296.48,290.94,100.15,4.8307,437.34,430.73,307.04,4.8546,488.52,478.73,96.408
1965.1,0.2549,0.69175,0.55037,0.8562,52.715,152.61,0.029013,0.029013,3.6064,278.96,275.13,83.532,3.6064,408.47,403.46,244.17,3.6354,579.52,571.95,94.689
4965.1,0.6049,0.89175,1.4389,2.5051,31.493,261.8,0.045313,0.045313,5.496,274.64,259.09,69.498,5.496,485.26,478.95,394.36,5.5413,604.18,586.69,103.1
3465.1,0.079895,0.79175,1.2822,1.3949,27.597,297.26,0.035386,0.035386,4.3136,265.97,257.27,66.356,4.3136,439.04,433.48,298.12,4.349,584.75,572.26,90.963
465.09,0.4299,0.99175,3.478,4.8282,28.587,374.85,0.099425,0.099425,9.2783,295.68,271.89,108.85,9.2783,546.94,540.36,727.02,9.3777,725.89,705.85,191.77
652.59,0.05802,0.62925,0.56881,0.63073,52.482,180.04,0.029853,0.029853,3.1594,284.1,281.76,93.948,3.1594,393.34,389.11,224.43,3.1892,630.32,624.93,104.59
3652.6,0.40802,0.82925,1.156,1.8248,33.128,229.95,0.038297,0.038297,5.0275,273.23,262.34,72.318,5.0275,459.8,453.73,348.65,5.0658,574.75,560.26,97.737
5152.6,0.23302,0.72925,0.63175,0.86166,39.203,204.88,0.024767,0.024767,3.0835,257.43,251.68,54.967,3.0835,404.49,399.4,205.19,3.1083,548.39,538.57,68.131
2152.6,0.58302,0.92925,2.1632,3.6452,31.369,282.49,0.067856,0.067856,7.6575,292.83,275.36,98.196,7.6575,518.63,512.03,569.43,7.7253,650.26,631.8,149.26
2902.6,0.32052,0.87925,1.7513,2.371,28.644,297.97,0.050163,0.050163,5.8773,274.83,260.32,76.22,5.8773,481.96,475.79,423.36,5.9275,616.31,600.02,114.97
5902.6,0.67052,0.67925,0.083666,0.70509,183.54,28.608,0.015356,0.015356,2.9246,272.29,268.26,64.639,2.9246,390.54,384.7,177.49,2.9399,449.67,441.98,60.18
4402.6,0.14552,0.97925,2.6304,2.8977,24.106,462.58,0.06341,0.06341,5.6865,260.63,234.71,59.346,5.6865,506.52,500.72,438.82,5.7499,705.21,685.42,115.85
1402.6,0.49552,0.77925,0.75465,1.6654,48.126,137.5,0.036318,0.036318,5.4882,292.76,285.75,101.21,5.4882,454,447.72,370.13,5.5245,554.87,543.59,115.15
1027.6,0.18927,0.95425,3.0705,3.5657,25.337,394.79,0.077797,0.077797,7.7777,283.49,262.73,91.841,7.7777,519.55,513.25,592.06,7.8555,685.68,666.67,157.37
4027.6,0.53927,0.75425,0.49345,1.2142,52.36,119.82,0.025837,0.025837,4.1182,277.23,270.79,74.862,4.1182,428.87,422.87,268.79,4.1441,517.48,506.84,82.99
5527.6,0.01427,0.85425,1.5927,1.6115,22.905,385.34,0.036481,0.036481,4.1332,252.23,238.14,50.326,4.1332,450.5,444.92,292.62,4.1697,596.48,580.61,80.047
2527.6,0.36427,0.65425,0.30015,0.67936,80.437,95.287,0.024143,0.024143,3.15,278.94,275.92,81.571,3.15,393.27,388.39,209.18,3.1741,554.73,548.4,86.183
1777.6,0.10177,0.70425,0.78797,0.91396,40.05,212.21,0.031558,0.031558,3.7132,277.17,273.02,82.309,3.7132,412.93,407.96,255.02,3.7447,597.73,589.68,97.613
4777.6,0.45177,0.90425,1.6278,2.4052,28.943,304.13,0.047114,0.047114,5.3523,267.61,250.43,64.012,5.3523,483.09,476.97,388.15,5.3994,618.77,601.27,101.94
3277.6,0.27677,0.60425,0.24135,0.46053,90.229,99.816,0.021777,0.021777,2.418,270.94,268.78,71.368,2.418,370.33,366.19,163.66,2.4397,568.56,563.53,75.596
277.59,0.62677,0.80425,0.75768,2.2214,54.573,110.06,0.041349,0.041349,6.8841,308.83,301.12,127.74,6.8841,477.92,471,466.35,6.9254,550.62,538.29,137.84
371.34,0.11271,0.948,3.3019,3.6111,24.336,407.95,0.080354,0.080354,8.0939,286.46,266.67,97.808,8.0939,520.55,514.22,615.52,8.1743,685.84,667.15,164.93
3371.3,0.46271,0.748,0.55756,1.1846,49.909,134.59,0.027828,0.027828,4.1426,277.66,271.58,77.432,4.1426,427.72,421.91,273.45,4.1705,535.06,524.85,87.803
4871.3,0.28771,0.848,1.3187,1.7358,28.452,292.09,0.037521,0.037521,4.5148,260.74,247.73,58.207,4.5148,455.9,450.1,317.21,4.5523,587.37,571.82,86.929
1871.3,0.63771,0.648,-0.025238,0.79063,-299,-6.5702,0.018591,0.018591,3.8413,298.47,295.45,106.21,3.8413,402.17,396.25,237.88,3.8599,476.67,470.77,94.474
2621.3,0.20021,0.798,1.2389,1.5563,30.926,257.97,0.038314,0.038314,4.8024,273.29,264.56,75.636,4.8024,447.67,441.9,332.54,4.8407,586.72,574.16,101.33
5621.3,0.55021,0.998,2.3907,3.4083,28.406,411.14,0.067911,0.067911,5.8148,266.87,239.59,61.037,5.8148,521.32,515.39,456.78,5.8828,731.66,711.5,120.81
4121.3,0.025208,0.698,0.71299,0.73704,35.977,242.17,0.025651,0.025651,2.9442,261.39,257.09,60.699,2.9442,396.51,391.71,198.63,2.9698,572.96,564.73,73.524
1121.3,0.37521,0.898,2.1016,3.0233,29.947,287.44,0.062938,0.062938,7.3114,288.78,273.71,97.6,7.3114,503.18,496.72,535.36,7.3743,635.85,618.91,144.76
1496.3,0.33146,0.673,0.41066,0.81176,68.18,113.53,0.027999,0.027999,3.6174,284.55,281.23,91.282,3.6174,405.73,400.74,243.82,3.6454,573.23,566.42,98.659
4496.3,0.68146,0.873,1.2492,2.5178,34.402,216.5,0.042976,0.042976,5.7701,283.01,269.52,78.821,5.7701,485.4,478.84,406.8,5.8131,581.65,564.77,106.27
5996.3,0.15646,0.773,0.88654,1.0476,30.219,272.63,0.026791,0.026791,3.2518,250.4,242,48.019,3.2518,417.09,411.86,220.1,3.2786,556.1,543.84,65.955
2996.3,0.50646,0.973,2.6548,3.8721,28.67,362.99,0.076114,0.076114,7.3139,282.48,259.46,83.567,7.3139,525.71,519.41,563.03,7.39,700.22,680.42,148.31
2246.3,0.068958,0.823,1.6903,1.8104,26.077,321.92,0.044078,0.044078,5.2508,273.81,263.5,77.351,5.2508,459.82,453.97,370.69,5.2949,606.46,592.78,109.62
5246.3,0.41896,0.623,0.15881,0.4617,115.77,70.203,0.018386,0.018386,2.2622,262.98,260.35,58.977,2.2622,366.57,362.01,144.86,2.2806,511.91,506.23,60.248
3746.3,0.24396,0.923,2.1054,2.5622,25.752,366.14,0.05422,0.05422,5.7502,266.94,247.89,66.4,5.7502,490.04,483.98,424.67,5.8045,643.99,626.03,112.43
746.34,0.59396,0.723,0.27537,1.3025,103.45,53.731,0.028487,0.028487,5.125,303.3,298.67,117.65,5.125,437.08,430.77,332.63,5.1535,520.98,512.56,115.48
558.84,0.22208,0.8605,2.0196,2.5313,28.807,296.38,0.058177,0.058177,6.8141,287.33,275.14,98.103,6.8141,487.96,481.68,492.82,6.8723,630.26,615.19,140.71
3558.8,0.57208,0.6605,0.10861,0.71747,174.29,33.307,0.018929,0.018929,3.2608,282.39,279.06,81.489,3.2608,394.21,388.64,204.21,3.2797,488.45,481.81,77.736
5058.8,0.047083,0.9605,2.4447,2.5224,22.578,474.91,0.055197,0.055197,5.1477,255.38,230.99,53.68,5.1477,493.28,487.49,390.89,5.2029,681.51,662.24,103.02
2058.8,0.39708,0.7605,0.74395,1.3662,44.955,157.77,0.033445,0.033445,4.7155,283.45,277.08,87.977,4.7155,438.93,433.05,317.67,4.749,560.1,549.58,103.05
2808.8,0.13458,0.6105,0.36987,0.47947,64.785,149.6,0.023962,0.023962,2.4724,270.87,268.7,72.745,2.4724,374.12,370.11,171.67,2.4964,599.46,594.26,80.081
5808.8,0.48458,0.8105,0.83392,1.4508,35.179,207.84,0.029336,0.029336,4.0123,262.17,251.88,56.874,4.0123,441.12,435.26,271.85,4.0416,544.46,530.34,74.995
4308.8,0.30958,0.7105,0.50847,0.82676,48.391,159.94,0.024605,0.024605,3.1792,265.14,260.35,63.269,3.1792,403.16,398.02,210.4,3.2038,546.3,537.53,73.668
1308.8,0.65958,0.9105,1.9371,3.7729,34.453,233.34,0.066739,0.066739,8.3018,303.99,288.96,115.91,8.3018,521.82,514.92,608.09,8.3685,629.36,611.53,159.3
933.84,0.0033325,0.7355,1.1674,1.1723,31.785,264,0.037105,0.037105,4.4218,282.08,276.96,90.599,4.4218,430.05,424.75,306.54,4.4589,607.05,598.03,111.08
3933.8,0.35333,0.9355,2.1014,2.7824,27.085,354.23,0.056918,0.056918,5.9323,269.15,248.98,67.781,5.9323,496.94,490.81,441.62,5.9892,653.29,634.81,116.13
5433.8,0.17833,0.6355,0.3314,0.45166,62.672,156.67,0.020769,0.020769,2.1153,254.44,251.66,52.105,2.1153,366.39,362.19,140.84,2.1361,556.51,550.34,58.773
2433.8,0.52833,0.8355,1.1358,2.1792,37.231,190.29,0.042289,0.042289,5.969,287.56,277.01,91.079,5.969,474.42,467.93,413.79,6.0112,571.34,556.77,115.1
1683.8,0.26583,0.9855,3.2266,3.9167,26.062,414.93,0.084094,0.084094,7.7764,281.13,256.39,86.829,7.7764,529.31,523.05,604.56,7.8605,714.97,695.14,159.58
4683.8,0.61583,0.7855,0.5754,1.4504,46.466,130.35,0.026737,0.026737,4.4142,277.29,269.21,72.778,4.4142,441.27,434.99,289.78,4.4409,512.58,500.21,82.543
3183.8,0.090833,0.8855,2.0781,2.2437,24.04,373.76,0.049958,0.049958,5.5599,267.9,252.38,68.881,5.5599,477.9,471.92,403.23,5.6099,626.24,609.81,109.99
183.84,0.44083,0.6855,0.34505,1.0082,87.385,77.893,0.030153,0.030153,4.4299,298.12,294.57,113.29,4.4299,420.72,415.21,295.2,4.46,559.8,552.81,116.63
136.96,0.030676,0.88862,2.8169,2.8938,23.845,381.81,0.06717,0.06717,7.3777,287.31,272.94,99.756,7.3777,499.81,493.49,544.38,7.4448,653.71,637.46,152.61
3137,0.38068,0.68862,0.38432,0.80422,64.162,114.31,0.024659,0.024659,3.3622,275.53,271.62,76.144,3.3622,402.56,397.37,221.35,3.3868,544.1,536.51,82.9
4637,0.20568,0.98862,2.5941,2.9682,24.979,459.37,0.064798,0.064798,5.6471,260.2,233.29,58.39,5.6471,510.16,504.37,439.28,5.7119,717.09,697.24,116.07
1637,0.55568,0.78862,0.7268,1.781,49.288,127.95,0.035823,0.035823,5.6805,294.67,287.21,102.55,5.6805,458.91,452.43,381.67,5.7163,545.28,533.49,114.95
2387,0.29318,0.63862,0.32368,0.6097,75.904,109.83,0.024568,0.024568,2.9471,277.33,274.66,80.407,2.9471,387.55,382.99,199.22,2.9717,573.39,567.52,86.275
5387,0.64318,0.83862,0.91984,1.9064,36.246,191.3,0.033341,0.033341,4.8083,274.12,262.55,67.742,4.8083,462.45,456.11,328.83,4.8416,548.08,532.66,87.06
3887,0.11818,0.73862,0.84583,0.98044,33.918,241.39,0.028689,0.028689,3.504,263.62,257.72,63.168,3.504,414.41,409.24,237.07,3.5327,569.76,559.8,79.784
